video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views,total_views_log,engagement_rate,views_per_tag
VID00324,31,69,98.0,5.0,Sim,4K,Tecnologia,Português,Não,748016,109.0,256,10,1163.0,19431,1058.0,42,Sim,Noite,Sábado,800231,13.592656964608192,0.025735068998826587,133371.83333333334
VID02342,55,15,171.0,50.0,Não,1080p,Vlogs,Inglês,Sim,784742,101.0,363,25,1141.0,27055,387.0,219,Não,Tarde,Sexta,1755241,14.378117297113803,0.016063890941471856,34416.490196078434
VID01484,10,100,503.0,21.0,Sim,720p,Gaming,Inglês,Sim,425477,56.0,321,30,598.0,38498,3050.0,860,Não,Madrugada,Sábado,1739855,14.36931290914534,0.02247083808708197,79084.31818181818
VID01285,12,37,327.0,9.0,Sim,1080p,Gaming,Inglês,Sim,3568,61.0,375,15,334.0,49127,398.0,535,Não,Manhã,Seg-Qui,415265,12.936674557738659,0.11910707620435144,41526.5
VID02441,33,74,637.0,11.0,Sim,1080p,Música,Português,Sim,496427,10.0,368,30,4847.0,1730,4341.0,332,Não,Noite,Domingo,845139,13.64725757308919,0.007782151811713813,70428.25
VID00015,54,75,213.0,22.0,Não,720p,Educação,Português,Sim,179694,12.0,2,9,2807.0,7203,1703.0,900,Não,Manhã,Sexta,125934,11.743521179809477,0.07948608001016405,5475.391304347826
VID00948,18,58,675.0,50.0,Sim,480p,Fitness,Inglês,Sim,405870,81.0,316,4,2911.0,32785,2029.0,731,Não,Manhã,Seg-Qui,1004194,13.819696783482515,0.03554691623331747,19690.07843137255
VID00216,2,30,338.0,18.0,Não,1080p,Culinária,Espanhol,Não,835651,70.0,206,3,7545.0,31403,1098.0,399,Sim,Tarde,Sábado,935161,13.748475055294778,0.0416484434231111,49219.0
VID01663,54,34,997.0,7.0,Sim,720p,Tecnologia,Português,Não,226809,34.0,226,22,121.0,30343,4990.0,573,Não,Madrugada,Sexta,350804,12.76798579251428,0.08684051493141469,43850.5
VID01981,47,81,758.0,4.0,Sim,1080p,Vlogs,Inglês,Sim,182742,82.0,175,11,5136.0,18166,3708.0,258,Não,Manhã,Sábado,673010,13.419516953218404,0.03462355685651031,134602.0
VID01183,42,28,417.0,33.0,Não,1080p,Educação,Português,Sim,1416,36.0,432,1,3133.0,9211,3756.0,967,Não,Manhã,Sábado,120069,11.695830185024764,0.10280755232408031,3531.4411764705883
VID01690,10,86,851.0,27.0,Sim,1080p,Fitness,Inglês,Sim,395486,119.0,184,22,1918.0,4655,3876.0,768,Sim,Manhã,Seg-Qui,996726,13.81223218998364,0.006594590689918794,35597.357142857145
VID02390,13,78,220.0,34.0,Sim,4K,Vlogs,Português,Sim,736689,26.0,255,26,8811.0,17207,3005.0,357,Não,Manhã,Sábado,711899,13.475692731091964,0.03654731921241637,20339.97142857143
VID00865,17,78,67.0,37.0,Sim,4K,Fitness,Português,Não,118824,15.0,64,17,8674.0,7647,2479.0,840,Não,Noite,Sábado,170604,12.047106221933799,0.09566598672950224,4489.578947368421
VID00517,55,18,231.0,34.0,Não,1080p,Educação,Inglês,Sim,352618,28.0,130,4,5043.0,21451,3731.0,144,Não,Noite,Seg-Qui,761343,13.542840571499664,0.034799032761843214,21752.657142857144
VID00598,27,37,950.0,25.0,Não,720p,Vlogs,Português,Sim,541107,63.0,34,13,555.0,14214,2091.0,201,Não,Tarde,Seg-Qui,476831,13.074919506575187,0.030973237897703797,18339.653846153848
VID00196,29,88,283.0,2.0,Sim,720p,Tecnologia,Português,Sim,526125,110.0,324,29,7931.0,1904,878.0,614,Não,Manhã,Sábado,542769,13.204440936439783,0.018120047386641462,180923.0
VID01278,3,47,296.0,9.0,Sim,1080p,Fitness,Português,Não,66898,16.0,457,3,8759.0,37185,312.0,695,Não,Tarde,Sexta,157162,11.96503876231688,0.29233529733650626,15716.2
VID00289,12,45,679.0,15.0,Não,4K,Fitness,Português,Não,730364,7.0,446,7,1103.0,38548,3835.0,470,Não,Manhã,Domingo,592556,13.292202349895902,0.0669151945132612,37034.75
VID00951,6,94,549.0,23.0,Sim,480p,Tecnologia,Inglês,Não,626718,80.0,176,2,5838.0,18016,4030.0,946,Sim,Noite,Sexta,1892133,14.453215850610336,0.012606936193174581,78838.875
VID02370,51,29,50.0,43.0,Não,720p,Educação,Inglês,Sim,478662,35.0,381,23,1407.0,18501,1908.0,686,Não,Manhã,Sábado,852552,13.655990656295305,0.023351068321932268,19376.18181818182
VID01867,9,79,990.0,41.0,Não,720p,Educação,Português,Não,688839,94.0,396,3,7300.0,14970,838.0,678,Não,Tarde,Domingo,468934,13.058219445073021,0.047490691653836146,11165.095238095239
VID02401,17,19,364.0,50.0,Sim,1080p,Culinária,Português,Não,65365,,71,17,7594.0,42905,,833,Não,Tarde,Domingo,245858,12.412513479857655,0.20539905148500354,4820.745098039216
VID01121,15,60,259.0,4.0,Não,720p,Tecnologia,Português,Sim,41374,106.0,488,28,5269.0,7546,1507.0,629,Sim,Manhã,Sexta,170997,12.049407139509967,0.07494283525441967,34199.4
VID01609,29,100,910.0,12.0,Não,1080p,Música,Inglês,Não,190961,36.0,400,21,7688.0,45206,4642.0,378,Não,Tarde,Sexta,1158408,13.962558069920425,0.04566094156808309,89108.30769230769
VID00550,27,30,550.0,13.0,Não,1080p,Tecnologia,Inglês,Não,495841,68.0,97,20,7074.0,41470,2596.0,755,Não,Tarde,Seg-Qui,4492529,15.317926575413882,0.010805495078607173,320894.9285714286
VID00157,38,63,506.0,10.0,Não,480p,Educação,Inglês,Não,113670,90.0,404,18,7391.0,39983,647.0,58,Não,Madrugada,Sexta,470955,13.062519950375775,0.10059135161533479,42814.09090909091
VID00420,36,32,103.0,42.0,Não,720p,Gaming,Espanhol,Não,911383,28.0,425,14,1996.0,46116,4452.0,84,Não,Manhã,Domingo,1729678,14.363446400124644,0.027815581859744993,40225.06976744186
VID00923,55,79,125.0,13.0,Sim,720p,Tecnologia,Inglês,Não,8683,34.0,105,22,7715.0,31586,2140.0,62,Não,Tarde,Sexta,362086,12.799639793424634,0.10854051247493689,25863.285714285714
VID02146,42,49,545.0,33.0,Sim,720p,Educação,Espanhol,Sim,144032,61.0,58,8,2900.0,5041,1949.0,413,Sim,Madrugada,Sábado,277052,12.5319641026072,0.028662489352179375,8148.588235294118
VID00478,-5,17,918.0,26.0,Não,1080p,Música,Inglês,Sim,791688,1.0,485,25,8237.0,36423,3486.0,970,Não,Tarde,Sábado,3377273,15.032579433180207,0.013223686684493674,125084.18518518518
VID02387,33,37,469.0,20.0,Sim,1080p,Fitness,Português,Sim,898963,38.0,232,4,1264.0,46285,700.0,614,Não,Madrugada,Sexta,693048,13.44885598274312,0.06860852350775126,33002.28571428572
VID02425,37,62,536.0,31.0,Não,1080p,Culinária,Português,Não,500379,101.0,496,8,1463.0,44327,4317.0,564,Sim,Madrugada,Domingo,572688,13.258098090933649,0.07995627636688737,17896.5
VID01472,24,65,700.0,13.0,Não,1080p,Culinária,Inglês,Sim,722011,2.0,142,16,4587.0,29512,164.0,861,Sim,Manhã,Domingo,1504390,14.223898723108947,0.0226663298745671,107456.42857142857
VID00554,24,48,464.0,31.0,Sim,720p,Culinária,PORTUGUÊS,Sim,201649,106.0,385,9,2626.0,5384,3321.0,858,Sim,Noite,Domingo,291733,12.583597707171089,0.02745661272464891,9116.65625
VID01203,49,54,299.0,48.0,Não,1080p,Educação,Inglês,Sim,389921,69.0,427,25,464.0,7531,2096.0,664,Não,Tarde,Seg-Qui,691439,13.44653165842652,0.011562842130686871,14111.0
VID00391,34,32,590.0,50.0,Não,720p,Fitness,Português,Sim,361378,55.0,226,17,1960.0,26843,3449.0,803,Sim,Noite,Sábado,409246,12.922074164723924,0.07038065124643857,8024.431372549019
VID00579,13,38,68.0,6.0,Sim,1080p,Fitness,Inglês,Sim,653508,33.0,495,12,5785.0,14025,3567.0,569,Não,Noite,Domingo,1283006,14.064717099545478,0.015440301915969215,183286.57142857142
VID02332,52,91,567.0,47.0,Sim,720p,Tecnologia,Português,Não,174911,94.0,147,8,997.0,35596,3252.0,19,Não,Noite,Domingo,317941,12.66962425519014,0.11509368090306063,6623.770833333333
VID01682,142,87,965.0,43.0,Sim,720p,Culinária,Inglês,Não,968315,103.0,134,17,8898.0,36692,2650.0,610,Não,Manhã,Sexta,2044531,14.53067947041294,0.022298512470586163,46466.61363636364
VID02285,25,92,71.0,14.0,Sim,1080p,Música,Português,Sim,396333,71.0,29,14,9014.0,48601,3728.0,176,Sim,Tarde,Sábado,844787,13.646840987287794,0.06820062335239534,56319.13333333333
VID00821,9,39,539.0,13.0,Sim,480p,Gaming,Inglês,Sim,207141,3.0,369,24,3005.0,42064,656.0,782,Não,Tarde,Sexta,1003426,13.818931699181325,0.04491512079615238,71673.28571428571
VID02411,12,52,186.0,1.0,Não,720p,Educação,Português,Não,726993,24.0,242,25,5642.0,24476,553.0,677,Sim,Tarde,Seg-Qui,497808,13.117971748302216,0.06050123742487063,248904.0
VID01007,12,94,250.0,25.0,Não,480p,Fitness,Inglês,Sim,218202,37.0,116,7,246.0,31163,4096.0,839,Não,Tarde,Sábado,663685,13.405564425043826,0.04732516178608828,25526.346153846152
VID01249,20,29,634.0,19.0,Sim,1080p,Tecnologia,Inglês,Sim,136465,3.0,261,14,4350.0,39590,3571.0,986,Não,Manhã,Sábado,710843,13.47420827542894,0.06181393078359075,35542.15
VID01674,57,45,490.0,36.0,Sim,1080p,Música,Inglês,Não,409001,84.0,168,22,1118.0,1024,2876.0,27,Não,Manhã,Seg-Qui,1775739,14.389727795420857,0.0012062583521564826,47992.94594594595
VID00665,9,21,692.0,44.0,Sim,1080p,Tecnologia,Português,Não,245477,5.0,495,12,3107.0,39194,344.0,966,Não,Noite,Domingo,368016,12.815884411736256,0.11494337202730316,8178.133333333333
VID02233,12,43,963.0,42.0,Sim,720p,Fitness,Espanhol,Sim,40006,66.0,327,29,5713.0,16463,4663.0,700,Não,Manhã,Domingo,229761,12.344799269539486,0.09651768576912531,5343.279069767442
VID00143,34,86,88.0,28.0,Sim,1080p,Vlogs,Português,Não,628396,102.0,265,24,6302.0,46152,2485.0,581,Sim,Manhã,Sábado,710738,13.474060552784266,0.07380216057112467,24508.206896551725
VID02193,37,47,309.0,22.0,Sim,720p,Gaming,Português,Sim,532689,13.0,114,5,3343.0,9407,4593.0,857,Não,Manhã,Seg-Qui,772655,13.55758920911412,0.016501543379645506,33593.69565217391
VID01868,51,53,213.0,6.0,Sim,1080p,Gaming,INGLÊS,Sim,253088,94.0,449,15,9716.0,21192,3871.0,457,Não,Noite,Sexta,1178504,13.979757244030697,0.02622647016895997,168357.7142857143
VID00422,18,77,569.0,32.0,Sim,1080p,Educação,Inglês,Sim,551876,54.0,73,28,5282.0,5884,4603.0,207,Não,Madrugada,Seg-Qui,1024470,13.839686939769484,0.010899294269231896,31044.545454545456
VID00800,5,12,351.0,47.0,Sim,1080p,Gaming,Português,Sim,940576,9.0,433,27,8651.0,26839,274.0,3,Não,Tarde,Sexta,1287323,14.068076203146738,0.027568838589848856,26819.229166666668
VID00616,11,74,204.0,40.0,Sim,1080p,Gaming,Inglês,Não,79982,81.0,491,17,9328.0,22474,2703.0,457,Não,Tarde,Sábado,674763,13.422118279090348,0.04713062215918774,16457.634146341465
VID01319,6,93,575.0,43.0,Sim,1080p,Tecnologia,Português,Não,953520,51.0,424,13,8214.0,46410,3429.0,520,Não,Madrugada,Sábado,1058288,13.87216401099964,0.05161543927550912,24052.0
VID00296,17,30,986.0,41.0,Não,1080p,Culinária,Português,Sim,870995,47.0,435,15,4745.0,17910,1470.0,917,Não,Noite,Domingo,664703,13.407097107763937,0.0340828911558997,15826.261904761905
VID00402,39,41,449.0,21.0,Sim,720p,Vlogs,Português,Sim,828900,30.0,150,18,7160.0,33401,1129.0,447,Não,Noite,Sábado,760075,13.541173707262848,0.053364470611452816,34548.86363636364
VID00089,35,93,663.0,18.0,Sim,1080p,Fitness,Português,Não,914747,106.0,171,24,8396.0,45911,1809.0,538,Não,Noite,Domingo,730940,13.502088024120269,0.07429747995731524,38470.52631578947
VID02440,38,77,880.0,34.0,Não,1080p,Fitness,Português,Não,611405,101.0,412,5,6652.0,24026,4180.0,211,Não,Noite,Sábado,505753,13.133805664044687,0.06065806826652536,14450.085714285715
VID02480,16,44,175.0,31.0,Sim,480p,Gaming,Português,Sim,274135,83.0,452,28,2051.0,47333,89.0,996,Não,Noite,Sexta,484150,13.09015212051312,0.10200144583290302,15129.6875
VID00132,6,75,363.0,16.0,Sim,480p,Fitness,Português,Sim,874730,4.0,10,19,2205.0,28647,121.0,793,Não,Manhã,Sexta,575585,13.263143931253412,0.053601118861679856,33857.94117647059
VID01610,48,91,224.0,40.0,Sim,1080p,Tecnologia,Português,Não,333358,119.0,123,1,5206.0,36019,3886.0,79,Não,Noite,Sexta,507270,13.136800656535405,0.08126835807360971,12372.439024390244
VID01599,24,97,514.0,46.0,Sim,1080p,Fitness,Espanhol,Sim,178315,112.0,288,16,4860.0,34356,3037.0,186,Não,Manhã,Sábado,373697,12.831203263572714,0.10494063372197261,7951.0
VID02451,55,57,587.0,30.0,Não,480p,Culinária,Português,Não,942410,87.0,429,24,3196.0,3368,4266.0,809,Não,Madrugada,Domingo,688306,13.44199023831876,0.009536456169203813,22203.41935483871
VID01403,48,60,437.0,8.0,Sim,1080p,Gaming,Português,Sim,407080,51.0,93,24,3957.0,4777,1961.0,920,Não,Tarde,Seg-Qui,555753,13.228081029281423,0.015715614670546087,61750.333333333336
VID02132,19,77,471.0,30.0,Sim,480p,Vlogs,Português,Não,628226,92.0,121,24,9220.0,44021,3909.0,606,Não,Manhã,Sexta,672141,13.418224906706383,0.07921105839399768,21681.967741935485
VID02186,60,69,462.0,24.0,Sim,1080p,Culinária,Espanhol,Sim,326,15.0,368,6,1587.0,47989,4177.0,818,Não,Manhã,Sexta,2367827,14.67748363721284,0.020937340439145257,94713.08
VID02046,29,28,626.0,42.0,Sim,4K,Culinária,Português,Não,562598,2.0,58,23,705.0,30950,4496.0,355,Não,Noite,Domingo,542606,13.204140579971524,0.05833883149098978,12618.744186046511
VID00725,42,53,325.0,45.0,Sim,4K,Música,Português,Não,194649,105.0,423,6,7075.0,4687,3163.0,315,Não,Madrugada,Seg-Qui,443033,13.001401795517852,0.02654881239095056,9631.152173913044
VID01315,31,49,478.0,28.0,Sim,720p,Fitness,Inglês,Não,307457,62.0,364,30,6238.0,888,2176.0,617,Sim,Madrugada,Seg-Qui,795549,13.586788978336003,0.008957336380285815,27432.724137931036
VID01809,39,42,637.0,,Sim,720p,Gaming,Inglês,Não,4290763,27.0,26,2,413.0,48233,3511.0,673,Não,Madrugada,Sexta,3408958,15.04191752406033,0.01427004967500333,
VID00270,45,97,465.0,19.0,Sim,1080p,Gaming,Português,Sim,1478,102.0,318,11,3371.0,20087,1172.0,801,Não,Tarde,Sábado,120320,11.697918450319342,0.19496343085106382,6016.0
VID02085,59,81,354.0,19.0,Não,1080p,Culinária,ESPANHOL,Não,130977,68.0,97,11,7643.0,46283,3217.0,647,Não,Tarde,Sábado,332613,12.714737937458823,0.1621283593846302,16630.65
VID02257,35,32,320.0,40.0,Não,1080p,Fitness,Português,Não,803837,96.0,204,28,6634.0,4132,1103.0,193,Não,Noite,Seg-Qui,573631,13.259743354717033,0.018768162808495355,13991.0
VID01373,39,34,171.0,6.0,Sim,4K,Educação,Português,Não,982553,4.0,36,16,2261.0,45506,905.0,475,Não,Noite,Sexta,631959,13.356581379986785,0.07558559969871463,90279.85714285714
VID00918,46,77,,,Não,720p,Tecnologia,Português,Não,268310,,476,17,5526.0,47501,,23,Não,Manhã,Seg-Qui,399098,12.896964785396001,0.1328671153451032,
VID02288,21,87,432.0,12.0,Sim,1080p,Educação,Inglês,Sim,306752,91.0,224,16,5237.0,19729,3970.0,408,Não,Manhã,Seg-Qui,736155,13.509197331773143,0.03391405342624855,56627.307692307695
VID01320,20,65,288.0,9.0,Sim,1080p,Fitness,Espanhol,Não,310082,101.0,414,7,9917.0,1723,2078.0,517,Sim,Manhã,Domingo,454335,13.026592291399059,0.025619861996104196,45433.5
VID02157,31,55,565.0,42.0,Sim,720p,Educação,Português,Sim,575152,116.0,412,2,8062.0,1136,2313.0,892,Não,Manhã,Domingo,390931,12.876288910799397,0.023528448754383764,9091.418604651162
VID00588,29,50,260.0,26.0,Sim,1080p,Tecnologia,Português,Sim,471499,15.0,32,12,3661.0,47037,2615.0,168,Não,Madrugada,Domingo,579805,13.270448843812147,0.08743974267210528,21474.25925925926
VID01630,49,56,510.0,30.0,Sim,1080p,Vlogs,Português,Não,452797,19.0,116,6,2119.0,21219,3332.0,434,Não,Madrugada,Sexta,476403,13.074021512733658,0.048987936683857994,15367.838709677419
VID72336,58,56,318.0,29.0,Sim,1080p,Fitness,Português,Não,501654,17.0,367,12,3013.0,45923,2680.0,9,Não,Manhã,Sábado,470771,13.062129179362612,0.10394862895123107,15692.366666666667
VID00376,17,64,363.0,15.0,Sim,720p,Fitness,Português,Não,497830,4.0,484,2,1501.0,4642,4514.0,886,Não,Noite,Sábado,366310,12.811237978346043,0.016769948950342606,22894.375
VID00334,3,12,795.0,40.0,Sim,1080p,Vlogs,Inglês,Sim,835161,23.0,145,14,7575.0,2045,1948.0,664,Não,Madrugada,Domingo,1772458,14.387878405950227,0.005427491088646388,43230.68292682927
VID01833,38,46,576.0,15.0,Sim,1080p,Fitness,Inglês,Não,488959,69.0,473,24,205.0,9179,3835.0,467,Sim,Manhã,Sexta,1121520,13.93019635768907,0.008367215921249732,70095.0
VID02368,47,28,162.0,41.0,Sim,4K,Tecnologia,Inglês,Sim,512725,14.0,156,12,5992.0,21352,1737.0,280,Não,Manhã,Sábado,1491227,14.215110499561217,0.018336577865073526,35505.40476190476
VID01119,57,43,946.0,27.0,Não,1080p,Culinária,Português,Não,445012,106.0,270,27,4189.0,18650,315.0,897,Não,Madrugada,Seg-Qui,390571,12.875367610267439,0.058475923711693904,13948.964285714286
VID01443,49,45,712.0,38.0,Sim,720p,Música,Espanhol,Não,830765,44.0,300,22,3781.0,23163,331.0,738,Não,Manhã,Sábado,1768871,14.385852613260019,0.015232314849415248,45355.666666666664
VID00911,26,82,296.0,7.0,Sim,720p,Vlogs,Espanhol,Não,28677,92.0,76,20,1931.0,36742,4756.0,818,Não,Madrugada,Sábado,243302,12.40206285915182,0.15895060459840035,30412.75
VID00777,14,67,589.0,44.0,Sim,1080p,Gaming,Espanhol,Sim,360477,108.0,352,24,6777.0,36610,254.0,814,Não,Tarde,Domingo,819471,13.616415509407203,0.05294513167641076,18210.466666666667
VID01785,35,20,410.0,25.0,Sim,1080p,Educação,Português,Sim,590424,116.0,105,21,3489.0,825,2933.0,911,Não,Noite,Sexta,403249,12.907311995987456,0.010698104645020818,15509.576923076924
VID00329,27,51,606.0,7.0,Não,1080p,Tecnologia,Inglês,Não,58496,37.0,299,29,8947.0,35276,56.0,724,Não,Manhã,Sexta,408753,12.92086878707844,0.10819003163279535,51094.125
VID01343,18,97,581.0,0.0,Sim,1080p,Gaming,Espanhol,Não,235530,62.0,113,8,7355.0,32958,805.0,938,Não,Tarde,Seg-Qui,557570,13.231345128467636,0.07230123571928189,557570.0
VID00321,51,50,781.0,49.0,Não,1080p,Fitness,Português,Sim,668000,72.0,95,3,3801.0,978,2707.0,748,Não,Manhã,Seg-Qui,470824,13.062241754062947,0.010150289704857866,9416.48
VID02051,35,15,101.0,8.0,Sim,1080p,Vlogs,Português,Sim,161568,116.0,238,6,1745.0,11942,118.0,375,Não,Tarde,Seg-Qui,217246,12.28879023405646,0.06300231074450162,24138.444444444445
VID00013,12,98,688.0,42.0,Não,720p,Vlogs,Português,Sim,151090,115.0,358,10,1178.0,9042,2245.0,685,Não,Tarde,Domingo,222459,12.312502589146021,0.045941049811425924,5173.46511627907
VID00898,21,95,102.0,18.0,Sim,1080p,Música,Inglês,Não,430918,53.0,402,15,815.0,37458,2485.0,330,Não,Manhã,Domingo,1953471,14.485118860126525,0.019592305183952052,102814.26315789473
VID00172,43,44,665.0,39.0,Sim,720p,Fitness,Inglês,Sim,257134,119.0,124,25,8985.0,8483,2762.0,155,Sim,Manhã,Sábado,836545,13.637036788931134,0.020881124147535398,20913.625
VID00261,55,22,578.0,13.0,Não,720p,Tecnologia,Português,Não,474492,35.0,232,14,7796.0,49620,3999.0,797,Não,Manhã,Domingo,608783,13.319218803975321,0.09431275183439748,43484.5
VID02281,4,24,245.0,20.0,Sim,480p,Música,Espanhol,Sim,426696,75.0,420,19,7617.0,19560,1783.0,624,Não,Tarde,Sábado,954693,13.769146149269613,0.028466742712055078,45461.57142857143
VID00690,25,53,689.0,9.0,Sim,1080p,Gaming,Espanhol,Sim,259507,68.0,122,13,293.0,21593,3352.0,563,Não,Tarde,Seg-Qui,560204,13.236058067152106,0.03906791097528758,56020.4
VID00902,30,23,692.0,9.0,Sim,1080p,Gaming,Português,Não,182487,57.0,497,19,5691.0,32488,4463.0,656,Sim,Manhã,Seg-Qui,446968,13.010244519960374,0.08541774802670438,44696.8
VID00259,3,54,802.0,,Sim,720p,Música,Inglês,Não,97219,87.0,436,3,2280.0,3980,4339.0,479,Não,Tarde,Domingo,615360,13.329964366446234,0.01017290691627665,
VID00845,22,56,81.0,47.0,Não,720p,Fitness,Espanhol,Não,113927,7.0,462,18,1252.0,46737,4511.0,753,Não,Noite,Domingo,301475,12.61644568999092,0.15918069491665976,6280.729166666667
VID02321,39,11,939.0,44.0,Sim,480p,Vlogs,Português,Não,538675,75.0,116,16,8309.0,41516,3995.0,475,Não,Madrugada,Sexta,592131,13.291484861984337,0.08414523137616507,13158.466666666667
VID00139,10,98,186.0,14.0,Sim,4K,Fitness,Português,Sim,655180,65.0,203,12,8310.0,38049,3777.0,829,Não,Manhã,Sábado,568722,13.251148775592968,0.08151434268412334,37914.8
VID01574,9,20,749.0,,Não,1080p,Educação,Inglês,Sim,881934,70.0,373,16,2344.0,13507,4233.0,973,Não,Manhã,Sábado,1415434,14.162947462310177,0.011198685350217672,
VID00320,26,48,384.0,13.0,Sim,720p,Fitness,Português,Sim,345428,92.0,300,25,4661.0,23572,3068.0,166,Não,Noite,Sexta,349147,12.763251180060726,0.08086278845300117,24939.071428571428
VID00654,14,76,978.0,21.0,Sim,480p,Gaming,Português,Não,380995,86.0,113,25,4860.0,15893,1605.0,643,Não,Tarde,Sexta,569298,13.252161058394508,0.03645366749927103,25877.18181818182
VID01939,45,17,990.0,34.0,Sim,1080p,Culinária,Português,Não,747761,1.0,468,21,9245.0,9726,147.0,930,Não,Noite,Seg-Qui,561078,13.237616994554982,0.03381169819525984,16030.8
VID02040,35,99,991.0,34.0,Sim,480p,Vlogs,Português,Sim,669519,64.0,141,20,9449.0,1717,3498.0,755,Não,Tarde,Sábado,604627,13.312368671866128,0.018467584146920332,17275.057142857142
VID00559,59,99,405.0,16.0,Não,1080p,Música,Português,Não,176131,93.0,436,18,997.0,16691,1508.0,276,Não,Manhã,Sexta,363282,12.802937423830667,0.04868944786694634,21369.529411764706
VID00140,9,57,55.0,17.0,Sim,1080p,Fitness,Inglês,Sim,103567,22.0,344,26,7081.0,1251,4531.0,463,Sim,Tarde,Domingo,516468,13.154770546379511,0.016132654878908276,28692.666666666668
VID00113,16,17,714.0,47.0,Sim,1080p,Culinária,Português,Sim,82171,,139,12,7329.0,4841,970.0,899,Não,Tarde,Sábado,156624,11.961609692198369,0.07770201246296864,3263.0
VID00532,31,47,414.0,25.0,Sim,480p,Culinária,Português,Não,178450,31.0,327,8,7492.0,42110,2476.0,506,Sim,Tarde,Sexta,298819,12.607596664405076,0.16599346092450615,11493.038461538461
VID00225,7,38,,,Não,1080p,Vlogs,Português,Não,857573,,128,24,,30447,,282,Não,Noite,Seg-Qui,765863,13.54875988726772,,
VID00724,13,97,415.0,25.0,Sim,1080p,Tecnologia,Inglês,Sim,992430,80.0,208,28,1920.0,41135,940.0,860,Não,Madrugada,Sábado,2649447,14.789861874377761,0.01625056096611859,101901.80769230769
VID02339,33,36,116.0,9.0,Sim,720p,Gaming,Inglês,Não,920104,22.0,40,23,7938.0,36046,3614.0,735,Não,Tarde,Sexta,3242211,14.99176637087331,0.013566051068237077,324221.1
VID02155,7,50,237.0,23.0,Sim,1080p,Gaming,Inglês,Não,472739,95.0,219,25,2001.0,8327,773.0,655,Não,Madrugada,Sábado,1684265,14.336840418555132,0.006132051666453913,70177.70833333333
VID01434,19,58,246.0,19.0,Sim,1080p,Vlogs,Inglês,Não,630643,110.0,454,26,561.0,8298,1801.0,305,Sim,Manhã,Sábado,1557800,14.258785769398708,0.005686866093208371,77890.0
VID00326,36,28,131.0,14.0,Sim,720p,Educação,Espanhol,Sim,843187,39.0,188,10,8187.0,23167,3618.0,339,Não,Tarde,Domingo,721624,13.489260892363236,0.04344922009245812,48108.26666666667
VID01324,5,58,871.0,6.0,Sim,4K,Vlogs,Espanhol,Não,960938,12.0,387,30,5452.0,44154,569.0,151,Sim,Noite,Domingo,1179969,13.980999572389845,0.04204008749382399,168567.0
VID02196,53,93,600.0,31.0,Sim,1080p,Fitness,Inglês,Não,513411,22.0,402,1,5107.0,5217,2489.0,646,Não,Noite,Sábado,999286,13.814797303658887,0.010331376602894467,31227.6875
VID01459,41,57,939.0,33.0,Não,1080p,Música,Português,Não,157433,67.0,339,7,5056.0,10704,2193.0,399,Não,Noite,Seg-Qui,319510,12.674546981002061,0.04932552971737974,9397.35294117647
VID02506,45,49,134.0,48.0,Não,1080p,Tecnologia,Inglês,Não,528144,13.0,218,18,4483.0,44275,1459.0,214,Não,Manhã,Sábado,1554473,14.256647782705818,0.03136625724602486,31723.938775510203
VID02267,28,93,732.0,25.0,Sim,1080p,Educação,Português,Sim,807193,45.0,261,3,4542.0,32983,2892.0,72,Não,Tarde,Domingo,578869,13.268833206302434,0.06482468399586089,22264.19230769231
VID00715,21,11,800.0,26.0,Não,480p,Culinária,Português,Não,253207,90.0,177,20,473.0,48028,1788.0,154,Não,Manhã,Domingo,344764,12.750618304498728,0.14067884117831328,12769.037037037036
VID00847,38,84,89.0,4.0,Sim,480p,Tecnologia,Português,Sim,610009,96.0,215,25,2422.0,45367,4189.0,711,Sim,Madrugada,Seg-Qui,764159,13.546532470306264,0.06253803200642798,152831.8
VID00194,52,57,723.0,41.0,Não,1080p,Educação,Português,Não,202061,66.0,178,10,2750.0,32749,3316.0,316,Não,Manhã,Domingo,253059,12.441381893743255,0.14027953955401704,6025.214285714285
VID01969,58,68,755.0,31.0,Sim,1080p,Educação,Espanhol,Sim,116342,79.0,131,12,3471.0,9591,2922.0,38,Não,Tarde,Seg-Qui,250427,12.430926733042831,0.05215891257731794,7825.84375
VID00574,6,77,,32.0,Não,1080p,Fitness,Espanhol,Não,383175,48.0,467,25,2397.0,5724,1903.0,877,Não,Madrugada,Domingo,393639,12.883192065012922,0.020630577762874105,11928.454545454546
VID00947,29,97,987.0,16.0,Sim,720p,Culinária,Inglês,Sim,676919,5.0,333,18,5420.0,25205,2851.0,572,Não,Madrugada,Seg-Qui,1391475,14.145875612224781,0.022009019206237986,81851.4705882353
VID00504,23,92,748.0,17.0,Sim,1080p,Gaming,Inglês,Não,583064,60.0,236,9,8224.0,14470,2960.0,82,Não,Manhã,Sexta,2142692,14.57757400707724,0.010591349573340451,119038.44444444444
VID01850,11,82,177.0,13.0,Sim,720p,Tecnologia,Inglês,Sim,777377,6.0,148,3,5737.0,19045,2096.0,311,Não,Madrugada,Sexta,2016031,14.516641781063294,0.012292469709047132,144002.2142857143
